sources__sourceEntityId,sources__measurementSessions__sessionId,sources__measurementSessions__measurements__timestamp,attributeName_bottom_leg_pressure,attributeName_middle_leg_pressure,attributeName_top_leg_pressureabc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:41.244Z,10259325,195.9,99.2
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:41.439Z,7871727,140.8,92.6
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:41.649Z,7733133,107.5,90.9
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:41.844Z,11030891,102.6,100.9
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:42.039Z,7733133,95.9,94.3
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:42.248Z,8164318,92.6,90.9
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:42.443Z,9000089,79.3,84.3
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:42.639Z,7470191,94.3,86
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:42.848Z,8819522,94.3,76
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:43.043Z,9384042,92.6,99.2
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:43.239Z,7470191,86,92.6
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:43.448Z,7871727,87.6,95.9
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:43.644Z,10025791,87.6,92.6
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:43.839Z,7345218,92.6,89.3
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:44.049Z,8318708.5,95.9,86
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:44.243Z,10025791,87.6,92.6
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:44.439Z,7733133,89.3,94.3
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:44.649Z,7224343.5,90.9,104.2
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:44.844Z,10761156,92.6,107.5
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:45.039Z,7871727,86,112.5
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:45.249Z,8479225,84.3,94.3
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:45.444Z,11927209,97.6,90.9
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:45.639Z,9000089,86,97.6
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:45.849Z,7599318.5,81,97.6
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:46.044Z,9588656,87.6,97.6
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:46.239Z,7224343.5,82.6,100.9
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:46.449Z,8318708.5,87.6,102.6
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:46.644Z,9187955,84.3,97.6
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:46.839Z,8164318,87.6,94.3
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:47.101Z,8318708.5,86,89.3
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:47.244Z,10761156,82.6,99.2
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:47.439Z,7345218,77.7,94.3
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:47.649Z,8015362,87.6,95.9
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:47.844Z,10025791,90.9,92.6
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:48.04Z,7470191,87.6,97.6
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:48.249Z,9000089,84.3,89.3
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:48.444Z,9000089,79.3,92.6
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:48.639Z,6994107.5,84.3,92.6
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:48.849Z,8646037,84.3,95.9
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:49.044Z,9588656,92.6,89.3
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:49.239Z,7345218,87.6,92.6
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:49.449Z,8164318,86,95.9
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:49.644Z,9187955,86,89.3
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:49.839Z,7733133,84.3,84.3
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:50.049Z,8164318,74.4,95.9
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:50.244Z,10504265,84.3,90.9
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:50.439Z,8318708.5,87.6,119.2
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:50.649Z,6574994,94.3,157.5
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:50.844Z,8646037,94.3,192.5
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:51.039Z,7871727,89.3,132.5
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:51.249Z,7470191,87.6,115.9
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:51.444Z,9802365,90.9,90.9
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:51.639Z,7871727,71,59.5
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:51.849Z,8318708.5,59.5,52.8
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:52.044Z,9588656,59.5,64.4
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:52.239Z,7470191,56.1,64.4
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:52.449Z,8479225,56.1,64.4
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:52.645Z,9000089,57.8,57.8
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:52.839Z,7470191,66.1,64.4
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:53.049Z,8164318,69.4,81
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:53.244Z,8819522,69.4,82.6
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:53.439Z,7599318.5,82.6,84.3
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:53.649Z,7871727,87.6,84.3
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:53.844Z,8819522,76,86
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:54.039Z,7871727,79.3,87.6
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:54.249Z,8164318,90.9,77.7
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:54.444Z,9000089,86,74.4
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:54.639Z,7599318.5,77.7,79.3
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:54.849Z,7871727,77.7,79.3
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:55.045Z,9187955,84.3,97.6
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:55.239Z,8015362,84.3,82.6
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:55.449Z,7470191,79.3,81
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:55.644Z,10504265,87.6,82.6
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:55.839Z,8819522,86,94.3
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:56.049Z,7871727,89.3,90.9
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:56.244Z,8318708.5,89.3,77.7
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:56.439Z,7871727,77.7,84.3
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:56.649Z,7224343.5,77.7,82.6
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:56.844Z,9000089,82.6,79.3
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:57.039Z,7599318.5,76,89.3
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:57.249Z,7345218,82.6,84.3
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:57.445Z,8646037,74.4,86
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:57.639Z,7224343.5,77.7,84.3
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:57.849Z,7599318.5,82.6,90.9
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:58.044Z,9187955,74.4,81
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:58.239Z,7871727,69.4,87.6
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:58.449Z,7871727,84.3,90.9
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:58.644Z,9000089,115.9,90.9
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:58.839Z,7733133,110.9,104.2
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:59.049Z,8015362,114.2,95.9
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:59.244Z,9384042,110.9,102.6
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:59.439Z,7599318.5,92.6,97.6
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:59.649Z,7470191,97.6,92.6
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:18:59.845Z,9802365,105.9,102.6
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:19:00.039Z,7470191,100.9,94.3
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:19:00.249Z,8015362,117.5,100.9
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:19:00.444Z,8164318,110.9,104.2
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:19:00.639Z,7345218,120.8,105.9
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:19:00.849Z,8164318,114.2,110.9
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:19:01.044Z,10761156,114.2,105.9
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:19:01.239Z,7345218,134.1,104.2
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:19:01.449Z,8015362,294.9,120.8
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:19:01.644Z,9588656,541.3,164.1
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:19:01.839Z,7599318.5,5275.5,455.8
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:19:02.049Z,10259325,10025791,10259325
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:19:02.244Z,15224703,10025791,11612595
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:19:02.439Z,10259325,10025791,12259303
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:19:02.649Z,8819522,9384042,9187955
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:19:02.844Z,16353840,11314461,11030891
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:19:03.039Z,10761156,10259325,10761156
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:19:03.249Z,10259325,9802365,9588656
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:19:03.444Z,12610376,10025791,12259303
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:19:03.639Z,9384042,11314461,10504265
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:19:03.849Z,10761156,10025791,10259325
abc123,8297d659-e33a-4c84-93de-05941e30fe79,2022-11-09T16:19:04.044Z,14240647,11314461,12982103
